caption,comments_count,like_count,is_shared_to_feed,media_product_type,media_type,media_url,is_comment_enabled,permalink,timestamp,id
"New Arrival ME

Pure Chinon Creap Silk Saree Multi Emrodiry Work Raw Silk Full Stich Blouse Free Size Up To 42 

Price 1099/- + ship

Ready Stock Available !",0,4,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-2.cdninstagram.com/v/t51.29350-15/322294805_860054648471794_5449343027433385038_n.webp?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=9lcuq76fqvsAX-MeOEr&_nc_ht=scontent-maa2-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfBqkNeZfq7znNemae2nFCjeo7sfvPFPtveBYRaQRC99HA&oe=646AD410,True,https://www.instagram.com/p/CmrF8ncvT8l/,2022-12-27 13:37:45+00:00,17962906022156039
"*CZ Combo Set*
Metal is Brass
Stone is AAA Star Cut 
Plating is Gold Plating 
*Rate is 1899 free shipping ✈️*",0,3,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-2.cdninstagram.com/v/t51.29350-15/322050482_1433193950539673_202419907619390198_n.webp?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=_kF_U8quFYUAX_WOHyZ&_nc_ht=scontent-maa2-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfCRS9oCPkd17g-zURaBJE24oqO60wNeLXFsVjSBCyghFA&oe=646B3ABD,True,https://www.instagram.com/p/CmqN4H3vQWe/,2022-12-27 05:27:48+00:00,17940994841370360
"*PB-34*💥👗💃🛍👌
*Belt — gown — Dupatta*
 
*💙Beautiful 6 colors ♥️* 
 😍😍🥰🥰🥰🥰

 *Fabric*: fox Georgette
 *Length*: 52 inch
 *Flare*: 4 mtr(Umbrella flair) 
 *Work*: 🧶Beautiful hot fix work on neck & sleeve & with extra Belt with dori

*Dupatta*: 
*Fabric*: Fox Georgette 
 *Length*: 2.10 mtr

 *Sizes*: S-36
  M-38
  L-40 
  XL-42 
  XXL-44  XXXL-46

➡️ *Package contain: Gown + Dupatta + free Belt*

*Price :- 899 free Shipping* 

*Ready to ship 🚢*
*Happy shopping🛒🛍️*",0,7,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/321683278_551494033698491_1879063935688949429_n.webp?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=EyYoGrXDt80AX_mBAda&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfAVNVJUD8qoXX3hHY_lXvZIEvUAHyrvbc3cRr9hUDXgEg&oe=646A5669,True,https://www.instagram.com/p/Cmou80hvs_9/,2022-12-26 15:38:20+00:00,17991254503650983
"*899+$* CS

 *Fabric :- Shimmer Georgette Saree With Netted Worked Blouse 👚*",0,9,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/321207885_495692585993228_3166827591393465749_n.webp?stp=dst-jpg&_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=e9P5h3qvdOwAX_Xb348&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfAr04I15lpTjkIf9n-vn3mYcDcO8-iFjdi4xKoYALkIbA&oe=646A0F67,True,https://www.instagram.com/p/CmjciG4PM4o/,2022-12-24 14:21:11+00:00,18015765544491410
"*1099+$* CS

*Pink Tissue Silk Embossed Saree*
Fabric : Pink Tissue 
Border : Sea Green 
Pallu : Designer rich 
Blouse : jacquard contrast 
Very good 1 st quality only",0,3,True,REELS,VIDEO,,True,https://www.instagram.com/reel/CmZMEbHIJX8/,2022-12-20 14:48:31+00:00,17997941506584335
Rs.899 free shipping,0,4,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/319711939_171484335567379_5321260903214159730_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=39DxXzeNpvYAX9WWhqm&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfC2etYD5WvRvSQDhgMNGB7gspc_gSnP8aMOdQBY9CTlLQ&oe=646AA231,True,https://www.instagram.com/p/CmHZ0E0vfCk/,2022-12-13 16:58:42+00:00,17987344474673208
"*launching wedding special sequence gown👩‍❤️‍👨*

Beautiful 🤩2 colors

😘😘😘😘😘😘
*New Launch 👩‍❤️‍👩 zik zak sequence with And line sequence work 😘*

😘😘😘😘😘😘😘
For supremely stylish yet comfortable wedding look, slip into this sequence  work suit set beautiful crafted with zik zik sequence work and soothing bored at dupatta using line sequence pati lace 🌺🍁
Adorn this and leave a style statement wherever you go.

Material Fox Georgette
With sequence work
Complete Linning
Backside dory and fumka 
With net Dupptta with sequence lace 

Length 54”🤷‍♀️

Size :- S-36
  M-38 
  L-40 
  Xl-42 
  XXl-44

*Price - 1149 + 79  shipping*

🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️
Ready to ship 🚢",0,3,True,REELS,VIDEO,https://scontent-maa2-2.cdninstagram.com/o1/v/t16/f1/m82/8C40EE77FA4884B46A0CCD49BC565C9D_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcyJ9&_nc_ht=scontent-maa2-2.cdninstagram.com&_nc_cat=102&vs=685720919616852_4173508907&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC84QzQwRUU3N0ZBNDg4NEI0NkEwQ0NENDlCQzU2NUM5RF92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR0FpR0NSTmtrYW4xYTNNQUFGYTFPOFRwYVUxVWJxX0VBQUFGFQICyAEAKAAYABsBiAd1c2Vfb2lsATEVAAAmiOuVzO%2Fsn0AVAigCQzMsF0AxHS8an753GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHUAAA%3D%3D&ccb=9-4&oh=00_AfAIAFFmA5Tm6t_N0yam3sBDavLxx9n6QF7RVSPKlZDxbg&oe=6467C6D9&_nc_sid=c07a80&_nc_rid=04e14d6420,True,https://www.instagram.com/reel/CmDk4BloLjI/,2022-12-12 05:22:07+00:00,17994994342606127
"*FABRIC : SOFT LICHI SILK CLOTH.*

*DESIGN : BEAUTIFUL RICH PALLU & JACQUARD WORK ON ALL OVER THE SAREE.*

*BLOUSE : CONTRAST HEVY BROCADE BLOUSE.*

 😍 *PRICE ONLY :  699/- free ship* 😍

 ➡️ *100% BEST QUALITY* ⬅️

👌 *Once Give Opportunity , Coustomer Satisfaction Is Our Goal*",0,8,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-2.cdninstagram.com/v/t51.29350-15/319296645_3180713405528034_296412122415197315_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7K0YX3fCegIAX9fZVZW&_nc_ht=scontent-maa2-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfBfsTBjBow5m73ur1ZSPZ7zBrol_ho5FfN-q6IWpFItSQ&oe=646A61E2,True,https://www.instagram.com/p/CmCZxTZv0oo/,2022-12-11 18:22:07+00:00,18258068998137000
"New Arrival 🤩

SITA RAMAM

Georgette Digital Print Emorodairy Paper Work Saree With Raw Silk Full Stich Blouse Up To 42 Size 

Price 1149/- + ship😍

Ready Stock !",0,7,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/318685729_709068477243471_4293314333243352630_n.webp?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=dmVQen_3pqkAX_odY98&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfB79Sw1ivWRt_QqEF2VOAZ657BoB_sCbxhnZRKB_05lqw&oe=646B4BF3,True,https://www.instagram.com/p/Cl_NvhqPd4B/,2022-12-10 12:39:17+00:00,18331040356065072
"Matte Gold Dulhan set

Price : 2599 free shipping

Online payment ✔️",0,6,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/318788814_204955891947778_2447508636143655725_n.webp?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=W34Rp_yYcQcAX_aJ2vF&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfB0rBqiil1We7dhVbHwIQItjTWzyfm8NexI9Ts_vrqd9w&oe=646A713B,True,https://www.instagram.com/p/Cl_M_o8vel_/,2022-12-10 12:32:45+00:00,17966640875072395
"Rs.999 free shipping

Online payment ✔️",0,3,True,REELS,VIDEO,,True,https://www.instagram.com/reel/Cls5_icIFQk/,2022-12-03 10:01:32+00:00,18038862205401732
"Premium quality set ❤

Rs.950 free ship ❤

Online payment ❤",0,1,True,REELS,VIDEO,,True,https://www.instagram.com/reel/CloK6Y6IBx4/,2022-12-01 13:52:44+00:00,18192596737233071
"Customised frame
8*8 - 480
10*10 - 520
12*12 - 599
Free shipping
30 photos needed

#rsgiftings",0,1,,FEED,IMAGE,https://scontent-maa2-2.cdninstagram.com/v/t51.29350-15/317566814_1097291627604400_34011247453875198_n.webp?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=-EuiApuK-O8AX-Pi0hw&_nc_ht=scontent-maa2-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfBvPxI9fhHs_bRdrB7iX50fGwKJKokLhCK2hB-oZQoI0g&oe=646B9081,True,https://www.instagram.com/p/CljHXxyP1ZX/,2022-11-29 14:44:53+00:00,18267113311109353
"Rs.799 free shipping ❤

Matte polish combo set ❤

Online payment ❤",0,5,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/317379721_1484868288661399_462048381021949360_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=jdGLLk7qmsQAX_or-5a&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfAS019SWBBdEL98I_PWaxafYX0i-TJLKwPbNSlqhzWVEw&oe=646A4C8D,True,https://www.instagram.com/p/CliJ_8gP8Zb/,2022-11-29 05:48:36+00:00,17987601010722757
"Customised calendar
Price - 360
Free shipping
Size - 10*15 inch

#rsgiftings",0,12,,FEED,IMAGE,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/317508767_717812019473230_8448172242203139593_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=DU4W-HGt2EYAX8o_RR7&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfCKTYsSnhByCH1oMXAi_Xilx2k9aOVWgzJU29mz-mbhLw&oe=646B13B0,True,https://www.instagram.com/p/CliHASdvgfc/,2022-11-29 05:22:26+00:00,17961833420136174
"*FABRIC : SOFT LICHI SILK CLOTH.*

*DESIGN : BEAUTIFUL RICH PALLU & JACQUARD WORK ON ALL OVER THE SAREE.*

*BLOUSE 1 :-* RUNNING BLOUSE, BEAUTIFUL JACQUARD WEAVING WITH EXCLUSIVE BORDER
0.80meter UNSTITCHED

*BLOUSE 2 :-* BANGLORY SILK WITH HEAVY EMBROIDERY *WORK COMES ON FRONT ,BACK AND ALSO SLEEVE* (0.80 Meter UNSTITCHED)
*SLEEVE AND BACK OF BLOUSE ON ORGANZA. FABRICS*

 😍 *PRICE ONLY :  899/-* free ship *[ AFFORDABLE RATE]* 😍

 ➡️ *100% BEST QUALITY* ⬅️

*NOTE :- OUR PRODUCT WEIGHT IS AROUND 700-800 gm DONT COMPARE OUR PRODUCT WITH LOW COPY ITEMS*

👌 *Once Give Opportunity , Coustomer Satisfaction Is Our Goal*",0,5,True,REELS,VIDEO,https://scontent-maa2-2.cdninstagram.com/o1/v/t16/f1/m82/A04600E21B98BE0C0A7552F094A8728D_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcyJ9&_nc_ht=scontent-maa2-2.cdninstagram.com&_nc_cat=100&vs=681541236973318_814035143&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC9BMDQ2MDBFMjFCOThCRTBDMEE3NTUyRjA5NEE4NzI4RF92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR0trczdoTEVfV1hiTHJnQUFPZ1hQWThMWG9VcmJxX0VBQUFGFQICyAEAKAAYABsBiAd1c2Vfb2lsATEVAAAmyJTV3qmr8z8VAigCQzMsF0A6187ZFocrGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHUAAA%3D%3D&ccb=9-4&oh=00_AfAkOC3bfjxzLUyrliMtWtozA7IQmslkobBmJYaU_Rx74A&oe=646773F9&_nc_sid=c07a80&_nc_rid=2b1bd5b228,True,https://www.instagram.com/reel/Clg0xR0ISqv/,2022-11-28 17:24:27+00:00,18082902151325220
"❤️ Customised heart frame
💜15*12 inch - 780
🖤18*15 inch - 950
💛24*18 inch - 1099
💚Free shipping
💙17 photos needed

#rsgiftings",0,3,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/316879556_195601026297983_7837912663752523519_n.webp?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=VxYWzTDL1NgAX8nBsqe&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfAv772lF09ngoVVQF9YvX9-U_mQqb5Du0qGkGzwcYlRkw&oe=646AFC34,True,https://www.instagram.com/p/ClbbuivvB9C/,2022-11-26 15:08:50+00:00,18199875610175746
"3 in 1 matte gold Shri Krishna combo set 💙

Combo price : 1399 free shipping

Online payment ✔️",0,0,,FEED,IMAGE,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/316802532_207364608398184_6667822870225249690_n.webp?stp=dst-jpg&_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=02iqq5fWCg0AX---sOV&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfCtEV_ypwvhVdoBffwyjmJHdlhTTsdIbVMqfPKreoJC_g&oe=646B73EC,True,https://www.instagram.com/p/ClbbZnFPnCL/,2022-11-26 15:05:58+00:00,18001967062530867
"Stylist latest trendy copper love saree

Saree Fabric: Art Silk

Blouse Fabric: Art Silk

Pattern: Zari Woven

Sizes: 
Free Size (Saree Length Size: 5.5 m, Blouse Length Size: 0.8 m) 

Price: Rs.650 only

Cash on delivery ✔️
Free shipping ✔️",0,11,,FEED,IMAGE,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/316735634_824397758891506_3423079057076463789_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=r-RUUgwjNQEAX90e9_-&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfCZ6T4YtL5VAePpVYB5kWfYs12eIcSqLnnYfd7zvKdytg&oe=646A38EC,True,https://www.instagram.com/p/ClaYFXOPukC/,2022-11-26 05:17:45+00:00,18209019184201790
"Price : 2999 free shipping

Online payment ✔️",0,1,,FEED,IMAGE,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/316495963_694098358735727_8328162368272969705_n.webp?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=9CSdEeyz7HgAX_KJCZ8&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfBsAPssXu8N4yQlHlrpk07TE-cwkSwEqWePKylVv23zjg&oe=646A761E,True,https://www.instagram.com/p/ClXv8sAvaVv/,2022-11-25 04:48:34+00:00,17943658433423263
"Led Heart Shape Cushion
15*15

Price - 450 free shipping 

Provide good quality pics for better output

#rsgiftings",0,6,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/316651356_836683480782101_5118196804568635411_n.webp?stp=dst-jpg&_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=o4GoYTXY_QkAX-hr0YE&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfCMK_1mEBbGWVB90xxmpjAzESJ0fyddOQeTlPbF_jxIig&oe=646B82EC,True,https://www.instagram.com/p/ClXvg70vbPC/,2022-11-25 04:44:46+00:00,17963409425098558
"❤️ customised frame
💜12*8 inch - 550
🖤15*12 inch - 699
💛18*15 inch - 850
🤍 free shipping 
💙Any name or text can be customised

#rsgiftings",0,1,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-2.cdninstagram.com/v/t51.29350-15/316578556_5728953363829981_4150135295621762755_n.webp?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=xyvYhZZki9wAX96Xi26&_nc_ht=scontent-maa2-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfDCuNTIawQ4Ff8V7qW9neaB-VR7Ltyl8LrA1wEXCNn9lA&oe=646AF410,True,https://www.instagram.com/p/ClVcZ5JPgGb/,2022-11-24 07:19:18+00:00,17943805472435867
"❤️Engraved moon lamp with wooden stand 
💙Price - 750
💚free shipping
🧡Size - 14 cms
💜 one pic+ one text can be added/ 2 pics can be added

#rsgiftings",0,1,True,REELS,VIDEO,https://scontent-maa2-2.cdninstagram.com/o1/v/t16/f1/m82/C649CBC903C9B22C42292CB25485A79D_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcyJ9&_nc_ht=scontent-maa2-2.cdninstagram.com&_nc_cat=106&vs=3165883327055082_2052609578&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC9DNjQ5Q0JDOTAzQzlCMjJDNDIyOTJDQjI1NDg1QTc5RF92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR0ViUzRoS1BTZGw1eExVQUFMM3pHZzkzY3k4ZmJxX0VBQUFGFQICyAEAKAAYABsBiAd1c2Vfb2lsATEVAAAm%2BtvVmPj5nkAVAigCQzMsF0Asv3ztkWhzGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHUAAA%3D%3D&ccb=9-4&oh=00_AfBLuvEUmDQoojdH2GDrfQDxZ2X8bgGCoB2POWUqQIAjxQ&oe=6467E304&_nc_sid=c07a80&_nc_rid=8f7cf6aa43,True,https://www.instagram.com/reel/ClTpK7xoW3v/,2022-11-23 14:32:44+00:00,17958331562280077
"*SitaRamam Sarees*

Pure Georget Sarees with all over Floral Print... Cutwork lace..... 

Pure Georget Blouse... With silver Pearls on it.... 

*Soft Fabric....Trendy Collections....Dont miss this Classic*

*Price*
*Saree with Unstitched Blouse piece of 1.5 mtrs: 1900+Ship*

*Saree with Stitched Blouse: 2550+Ship*

*Kindly Give us Enough time for Customization*

*Keep Shopping*
*Happy Selling*
*Take Open Orders*
*Multiples Available*

*For Stitched Blouse give us Proper Measurements of Customer... and enough time*",0,9,True,REELS,VIDEO,,True,https://www.instagram.com/reel/ClTMImHqW4u/,2022-11-23 10:19:10+00:00,17975486290880936
"*SitaRamam Sarees*

Pure Georget Sarees with all over Floral Print... Cutwork lace..... 

Pure Georget Blouse... With silver Pearls on it.... 

*Soft Fabric....Trendy Collections....Dont miss this Classic*

*Price*
*Saree with Unstitched Blouse piece of 1.5 mtrs: 1900+Ship*

*Saree with Stitched Blouse: 2550+Ship*

*Kindly Give us Enough time for Customization*

*Keep Shopping*
*Happy Selling*
*Take Open Orders*
*Multiples Available*

*For Stitched Blouse give us Proper Measurements of Customer... and enough time*",0,4,True,REELS,VIDEO,https://scontent-maa2-2.cdninstagram.com/o1/v/t16/f1/m82/6542E02F98D7164F302EF421D83C378A_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcyJ9&_nc_ht=scontent-maa2-2.cdninstagram.com&_nc_cat=108&vs=461392609369998_758178527&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC82NTQyRTAyRjk4RDcxNjRGMzAyRUY0MjFEODNDMzc4QV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR0RGcDRoTFdhMmJuZDg0Q0FQNkRDM09iTXRjdmJxX0VBQUFGFQICyAEAKAAYABsBiAd1c2Vfb2lsATEVAAAmmPj34M3T0z8VAigCQzMsF0A710vGp%2B%2BeGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHUAAA%3D%3D&ccb=9-4&oh=00_AfBlR-nt-xO234NuNQVojIDsqdeg7BABSHT5hszh_IuADg&oe=64675BD9&_nc_sid=c07a80&_nc_rid=61f99692bf,True,https://www.instagram.com/reel/ClTLwu2oM1j/,2022-11-23 10:16:35+00:00,17933630309425956
"*FABRIC : SOFT LICHI SILK CLOTH.*

*DESIGN : BEAUTIFUL RICH PALLU & JACQUARD WORK ON ALL OVER THE SAREE.*

*BLOUSE : CONTRAST EXCLUSIVE JACQUARD BORDER.*

 😍 *Price :  549 free shipping* 😍

 ➡️ *100% BEST QUALITY* ⬅️

👌 *Once Give Opportunity , Coustomer Satisfaction Is Our Goal*",0,2,True,REELS,VIDEO,https://scontent-maa2-2.cdninstagram.com/o1/v/t16/f1/m82/7440B7C403C1E536375B18444261CFAB_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcyJ9&_nc_ht=scontent-maa2-2.cdninstagram.com&_nc_cat=102&vs=1008326913269062_2328575283&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC83NDQwQjdDNDAzQzFFNTM2Mzc1QjE4NDQ0MjYxQ0ZBQl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR09NQzRSTHJMRklUNWFvQkFNVFFPQkJBbDNNQmJxX0VBQUFGFQICyAEAKAAYABsBiAd1c2Vfb2lsATEVAAAm4saXsdG75T8VAigCQzMsF0BGCTdLxqfwGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHUAAA%3D%3D&ccb=9-4&oh=00_AfDK5sGdRYosDfmA5FfHvw-U034IDbaW_fSEfnfjcIho2A&oe=6467DD5D&_nc_sid=c07a80&_nc_rid=508cd716ef,True,https://www.instagram.com/reel/ClRXsUyorXG/,2022-11-22 17:21:44+00:00,17973244273822527
"❤️ Customised heart resin art 
❤️Price - 799
❤️Size - 6 inch 
❤️Free shipping 
❤️ Delivery time 10-15 business days

#rsgiftings",0,4,True,REELS,VIDEO,,True,https://www.instagram.com/reel/ClQUJQMoNvQ/,2022-11-22 07:32:38+00:00,18137788642304306
"Women Jumpsuits

Fabric: Georgette

Sleeve Length: Sleeveless

Pattern: Solid

Sizes: 
S (Bust Size: 34 in, Length Size: 50 in, Waist Size: 32 in) 
M (Bust Size: 36 in, Length Size: 50 in, Waist Size: 34 in) 
L (Bust Size: 38 in, Length Size: 50 in, Waist Size: 36 in) 
XL (Bust Size: 40 in, Length Size: 50 in, Waist Size: 38 in) 

Rs.650 only

Cash on delivery ✔️
Free shipping ✔️",0,6,,FEED,IMAGE,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/316367237_411867037698027_3667311663640285563_n.webp?stp=dst-jpg&_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=KCqHHUlr_toAX_DouXE&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfAAw-49nROXzvnFTcAqxQ9SjTIRyil1VMHmyhyBIuU8Mw&oe=646A0E3D,True,https://www.instagram.com/p/ClQT36kvVw1/,2022-11-22 07:28:34+00:00,17982466645696087
"❤️Heart puzzle box
🧡Price - 450
💚Free shipping
💙 Approx 70-100 piece

#rsgiftings",0,3,True,REELS,VIDEO,https://scontent-maa2-2.cdninstagram.com/o1/v/t16/f1/m82/2F44A7ECF16B9BB76825267490D79CB6_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcyJ9&_nc_ht=scontent-maa2-2.cdninstagram.com&_nc_cat=110&vs=828395574874151_2373230888&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC8yRjQ0QTdFQ0YxNkI5QkI3NjgyNTI2NzQ5MEQ3OUNCNl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR0pPZzJCSnp4TENDOGlFQ0FKMldNSGpJMVFOUmJxX0VBQUFGFQICyAEAKAAYABsBiAd1c2Vfb2lsATEVAAAm1tCdt7q78j8VAigCQzMsF0A203S8an76GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHUAAA%3D%3D&ccb=9-4&oh=00_AfBUTn7vtYyx-3WXtZNmbu2-6S-Ycnr9_oTn9eju6gEUSA&oe=6467D02B&_nc_sid=c07a80&_nc_rid=395d203c41,True,https://www.instagram.com/reel/ClG5IMVI4sg/,2022-11-18 15:42:17+00:00,17954472386224338
"*❤️PRESERNTING NEW EMBROIDERY 5mm SEQUENCE WORK LAHENGA CHOLI WITH DUPATTA*

*💃CODE :- DHK-1135💃*

*🧵🧶FABRIC DETAILS🧵🧶*

 *👗Lehenge👗*
👉*FABRICE* :- Heavy Fox Georgette 
👉*WORK* :- Heavy Embroidery 5mm Sequence Work 
👉*INNER* :- Micro Cotton 

 *👗CHOLI 👗*
👉*FABRICE* :- Heavy Fox Georgette 
👉*WORK* :- Heavy Embroidery 5mm Sequence Work 
👍*SLEEVE* :- Short Sleeve With Embroidery Sequence Work 

 *👗 DUPATTA👗*
👉*FABRICE* :- Heavy Butterfly Net 
👉*WORK* :- Heavy Embroidery 5mm Sequence Work With Fancy Lace Border 

*👉PRICE :- 1250/- Only👈*

*🚨BASIC DETAILS🚨*

*✨Lehenga* :- Semi Stitched
*✨Lehenga Length* :- 42-44 Inc
*✨Lehenga Flair* :- 3 MTR Flair 
*✨ Dupatta Length* :- 2.1 MTR 
*✨Blouse* :- 1 Mtr Fabric Unstitched",0,2,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/315756034_1307367896695203_3019339195501653483_n.webp?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=3vllwHdm3s4AX9G2_6O&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfCML-BVNX3u-EsC89KmaHOqTTzgSBzNkQ0-wRfMwmqlgg&oe=646B0D00,True,https://www.instagram.com/p/ClEZeaPP8BE/,2022-11-17 16:26:37+00:00,17965389296058161
